date,stock,symbol,sentence,traded,reason
2026-01-23,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-01-27,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-28,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-29,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-01-30,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-03-17,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-03-18,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-03-19,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-03-20,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-05-04,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-05-05,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-05-06,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-05-07,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-05-08,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-05-11,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-05-12,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-05-13,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-05-14,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-05-15,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-05-18,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-05-19,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-05-20,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-05-21,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-05-22,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-05-25,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-05-26,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-05-27,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-06-25,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-06-29,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-06-30,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-01,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-02,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-03,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-06,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-07,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-08,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-07-09,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-10,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-13,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-14,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-15,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-16,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-17,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-20,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-21,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-07-22,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-23,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-24,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-27,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-28,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-07-29,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-30,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-07-31,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-08-03,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-08-04,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-08-05,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-08-06,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-08-07,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-08-10,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-08-11,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-08-14,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-08-17,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-08-18,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-08-19,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-08-28,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-02-01,5533185,ABCAPITAL,"ABCAPITAL, daily: when historical volatility is in its low 20–40% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-05-08,5533185,ABCAPITAL,"ABCAPITAL, daily: when historical volatility is in its low 20–40% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-08-06,5533185,ABCAPITAL,"ABCAPITAL, daily: when historical volatility is in its low 20–40% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-08-18,5533185,ABCAPITAL,"ABCAPITAL, daily: when historical volatility is in its low 20–40% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-08-19,5533185,ABCAPITAL,"ABCAPITAL, daily: when historical volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-24,5533185,ABCAPITAL,"ABCAPITAL, daily: when historical volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-25,5533185,ABCAPITAL,"ABCAPITAL, daily: when historical volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-26,5533185,ABCAPITAL,"ABCAPITAL, daily: when historical volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-27,5533185,ABCAPITAL,"ABCAPITAL, daily: when historical volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-28,5533185,ABCAPITAL,"ABCAPITAL, daily: when historical volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-02-01,5533185,ABCAPITAL,"ABCAPITAL, daily: when return volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-02-02,5533185,ABCAPITAL,"ABCAPITAL, daily: when return volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-08,5533185,ABCAPITAL,"ABCAPITAL, daily: when return volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-06,5533185,ABCAPITAL,"ABCAPITAL, daily: when return volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-13,5533185,ABCAPITAL,"ABCAPITAL, daily: when return volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-18,5533185,ABCAPITAL,"ABCAPITAL, daily: when return volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-19,5533185,ABCAPITAL,"ABCAPITAL, daily: when return volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-24,5533185,ABCAPITAL,"ABCAPITAL, daily: when return volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-25,5533185,ABCAPITAL,"ABCAPITAL, daily: when return volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-26,5533185,ABCAPITAL,"ABCAPITAL, daily: when return volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-27,5533185,ABCAPITAL,"ABCAPITAL, daily: when return volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-28,5533185,ABCAPITAL,"ABCAPITAL, daily: when return volatility is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-11,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-12,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-13,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-14,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-17,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-18,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-19,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-20,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-21,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-24,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-25,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-26,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-27,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-28,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-31,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-01,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-02,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-03,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-04,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-07,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-08,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-09,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-10,1510401,AXISBANK,"AXISBANK, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-01-09,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-01-12,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-13,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-14,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-01-16,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-19,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-20,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-21,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-22,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-01-23,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-27,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-28,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-29,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-30,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-02-01,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-02-02,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-02-23,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-02-24,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-02-25,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-02-26,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-03-02,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-03-04,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-03-05,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-03-06,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-03-09,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-05-12,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-09-10,5552641,DIXON,"DIXON, daily: when RSI is between 20 and 40 → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-05-20,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-05-21,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-22,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-25,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-26,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-27,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-29,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-01,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-06-02,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-03,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-04,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-05,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-08,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-09,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-10,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-11,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-12,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-15,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-16,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-17,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-18,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-19,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-22,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-23,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-24,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-25,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-06-29,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-30,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-01,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-07-02,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-03,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-06,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-07-07,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-08,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-09,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-07-10,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-13,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-14,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-07-15,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-16,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-17,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-20,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-21,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-07-22,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-23,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-24,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-07-27,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-28,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-29,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-30,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-07-31,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-03,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-04,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-05,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-06,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-07,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-10,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-09-02,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-09-03,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-04,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-07,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-08,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-09-09,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-10,140033,BRITANNIA,"BRITANNIA, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-03-19,175361,CHOLAFIN,"CHOLAFIN, daily: when its moving average is in its middle 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-03-20,175361,CHOLAFIN,"CHOLAFIN, daily: when its moving average is in its middle 20% → it tends to go UP over the next 20 days.",False,stock already has a position
